p
"(:OntologyClass:NeedsReview {name: cab81-18-d, source: learned_from_dataset, uri: https://example.org/ontology#cab81-18-d})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904dgkr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904dgkr})-[:PARTOF]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm2904drg3, source: learned_from_dataset, uri: https://example.org/ontology#lm2904drg3})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904drg3, source: learned_from_dataset, uri: https://example.org/ontology#lm2904drg3})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904avqpwrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqpwrg4})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904avqpwrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqpwrg4})-[:RELATEDTO]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: lm2904avqpwrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqpwrg4})-[:RELATEDTO]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: lm2904avqpwrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqpwrg4})-[:RELATEDTO]->(:OntologyClass {name: ChipAntenna, source: Baseline, uri: https://schema.org/ChipAntenna})"
"(:OntologyClass:NeedsReview {name: lm2904avqpwrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqpwrg4})-[:SIMILARTO]->(:OntologyClass {name: Inductor, source: Baseline, uri: https://schema.org/Inductor})"
"(:OntologyClass:NeedsReview {name: lm2904avqpwrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqpwrg4})-[:ISTYPEOF]->(:OntologyClass {name: PassiveComponent, source: Baseline, uri: https://schema.org/PassiveComponent})"
"(:OntologyClass:NeedsReview {name: lm2904avqpwrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqpwrg4})-[:BELONGSTOCATEGORY]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: lm2904avqpwrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqpwrg4})-[:CANBE]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: lm2904avqpwrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqpwrg4})-[:ISASSOCIATEDWITH]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904avqpwrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqpwrg4})-[:ISMANUFACTUREDBY]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm2904avqpwrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqpwrg4})-[:CATEGORIZEDWITH]->(:OntologyClass {name: Diode, source: Baseline, uri: https://schema.org/Diode})"
"(:OntologyClass:NeedsReview {name: lm2904dre4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904dre4})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904dre4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904dre4})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904dr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904dr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904dr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904dr})-[:PARTOF]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm2904dr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904dr})-[:HASCOMPONENT]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904p, source: learned_from_dataset, uri: https://example.org/ontology#lm2904p})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904drg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904drg4})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904drg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904drg4})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904drg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904drg4})-[:PARTOF]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm2904pe4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904pe4})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904pe4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904pe4})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904pwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904pwr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904pwr-jf, source: learned_from_dataset, uri: https://example.org/ontology#lm2904pwr-jf})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904pwr-jf, source: learned_from_dataset, uri: https://example.org/ontology#lm2904pwr-jf})-[:RELATEDTO]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: lm2904pw, source: learned_from_dataset, uri: https://example.org/ontology#lm2904pw})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904pw, source: learned_from_dataset, uri: https://example.org/ontology#lm2904pw})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904pwrg3, source: learned_from_dataset, uri: https://example.org/ontology#lm2904pwrg3})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904pwrg3, source: learned_from_dataset, uri: https://example.org/ontology#lm2904pwrg3})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904pwrg3, source: learned_from_dataset, uri: https://example.org/ontology#lm2904pwrg3})-[:RELATEDTO]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm2904v, source: learned_from_dataset, uri: https://example.org/ontology#lm2904v})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904pwrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904pwrg4})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904pwrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904pwrg4})-[:PARTOF]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm2904pwrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904pwrg4})-[:HASPROPERTY]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904vqdr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904vqdr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904bipwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904bipwr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904bipwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904bipwr})-[:RELATEDTO]->(:OntologyClass {name: Diode, source: Baseline, uri: https://schema.org/Diode})"
"(:OntologyClass:NeedsReview {name: lm2904bipwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904bipwr})-[:RELATEDTO]->(:OntologyClass {name: ChipAntenna, source: Baseline, uri: https://schema.org/ChipAntenna})"
"(:OntologyClass:NeedsReview {name: lm2904bipwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904bipwr})-[:ASSOCIATEDWITH]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: lm2904bipwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904bipwr})-[:PARTOF]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm2904bipwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904bipwr})-[:USEDIN]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: lm2904bipwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904bipwr})-[:COMPLEMENTARYTO]->(:OntologyClass {name: Inductor, source: Baseline, uri: https://schema.org/Inductor})"
"(:OntologyClass:NeedsReview {name: lm2904bipwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904bipwr})-[:CATEGORYOF]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: lm2904bipwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904bipwr})-[:USEDWITH]->(:OntologyClass {name: Resistor, source: Baseline, uri: https://schema.org/Resistor})"
"(:OntologyClass:NeedsReview {name: lm2904bipwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904bipwr})-[:ISTYPEOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904bipwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904bipwr})-[:ISTYPEOF]->(:OntologyClass {name: PassiveComponent, source: Baseline, uri: https://schema.org/PassiveComponent})"
"(:OntologyClass:NeedsReview {name: lm2904qdrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904qdrg4})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904qdrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904qdrg4})-[:RELATEDTO]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: lm2904vqdrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904vqdrg4})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904vqdrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904vqdrg4})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904qdr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904qdr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm317dcy, source: learned_from_dataset, uri: https://example.org/ontology#lm317dcy})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm317, source: learned_from_dataset, uri: https://example.org/ontology#lm317})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm317, source: learned_from_dataset, uri: https://example.org/ontology#lm317})-[:USEDINAPPLICATION]->(:OntologyClass {name: VoltageRegulator})"
"(:OntologyClass:NeedsReview {name: lm317dcyr, source: learned_from_dataset, uri: https://example.org/ontology#lm317dcyr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm317dcyr, source: learned_from_dataset, uri: https://example.org/ontology#lm317dcyr})-[:USEDIN]->(:OntologyClass {name: PowerSupply})"
"(:OntologyClass:NeedsReview {name: lm2904vqpwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904vqpwr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904vqpwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904vqpwr})-[:RELATEDTO]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: lm2904vqpwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904vqpwr})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904psr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904psr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904psr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904psr})-[:RELATEDTO]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: lm2904psr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904psr})-[:RELATEDTO]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: lm2904psr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904psr})-[:RELATEDTO]->(:OntologyClass {name: Resistor, source: Baseline, uri: https://schema.org/Resistor})"
"(:OntologyClass:NeedsReview {name: lm2904psr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904psr})-[:RELATEDTO]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: lm2904psr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904psr})-[:RELATEDTO]->(:OntologyClass {name: Inductor, source: Baseline, uri: https://schema.org/Inductor})"
